ObjectName,OrbitalRadius[km],Inclination[deg],RAAN[deg],Anomaly[deg]
STARLINK-36527,6861.1340096461,43.0021,312.3964,83.9564
STARLINK-36633,6861.14726845146,43.0001,312.2846,117.0782
STARLINK-36637,6861.17374433349,43.0059,315.0986,94.2098
STARLINK-36617,6861.10347092054,43.0007,312.4157,79.3707
STARLINK-36627,6861.16090760104,43.0064,311.7167,81.4531
STARLINK-36624,6861.15679339159,43.0104,311.5692,111.3509
STARLINK-36610,6861.16034466663,43.0092,315.0647,95.7465
STARLINK-36599,6861.14663066193,43.002,317.916,90.5655
STARLINK-36595,6861.12237680391,43.0048,320.6557,91.2718
STARLINK-36570,6861.15798213998,43.0086,311.6614,78.0883
STARLINK-36514,6861.14393877255,43.0037,312.3549,83.2
STARLINK-36556,6861.15138863527,43.0017,312.3318,90.5453
STARLINK-36533,6861.13815376447,43.0011,311.6985,82.1203
STARLINK-36623,6861.15867083575,43.0101,311.6132,86.5061
STARLINK-36619,6861.20810167766,43.0028,314.9219,69.1199
STARLINK-36719,6843.67992157795,97.2836,198.7121,262.2042
STARLINK-36342,6843.75929172906,97.2831,199.7796,255.2098
STARLINK-36703,6843.703486025,97.2832,198.6248,245.7512
STARLINK-36696,6843.72672933739,97.2822,198.7319,286.5287
STARLINK-36699,6843.67638395309,97.2824,198.648,227.5168
STARLINK-36694,6843.73996966374,97.2836,198.7214,283.7236
STARLINK-36620,6843.74917842286,97.2815,198.6179,296.1622
STARLINK-36720,6843.61934224303,97.2828,198.8325,286.8152
STARLINK-36688,6843.75895848625,97.2838,198.8536,270.7616
STARLINK-36706,6843.70622629772,97.2842,198.7284,271.4343
STARLINK-36701,6843.78261585131,97.2827,198.5458,255.9219
STARLINK-36642,6843.70638696527,97.2833,198.6218,262.4013
STARLINK-36673,6843.87743778872,97.2829,198.8276,257.7546
STARLINK-36674,6843.69855889657,97.2831,198.84,267.6776
STARLINK-36700,6843.70976396115,97.2836,198.8627,271.4092
STARLINK-36675,6843.69880882316,97.2831,198.8521,275.8735
STARLINK-36404,6843.68761272934,97.2842,198.7148,267.8695
STARLINK-36399,6843.65940103721,97.2829,198.7235,272.3418
STARLINK-36365,6843.77454358189,97.2832,198.7271,270.8803
STARLINK-36622,6843.70872557166,97.2832,198.5421,225.6423
STARLINK-36625,6843.71188834659,97.2833,198.62,254.3844
STARLINK-36639,6843.69619352104,97.2834,198.6317,267.3336
STARLINK-36596,6843.67738662679,97.2832,198.6407,275.1062
STARLINK-36297,6843.68250116094,97.2832,198.8591,267.1264
STARLINK-36616,6843.71697914251,97.2831,198.8471,250.8597
STARLINK-36748,6843.73503651894,97.2858,277.1963,267.8414
STARLINK-36753,6843.69668742318,97.2836,277.1271,220.4228
STARLINK-36750,6843.628137038,97.2854,277.1595,250.6147
STARLINK-36401,6843.71763371661,97.2853,277.1842,274.961
STARLINK-36704,6843.6907100231,97.2839,277.1711,227.7533
STARLINK-36697,6843.73189156938,97.2852,277.1822,273.2664
STARLINK-36716,6843.71100764878,97.2851,277.1386,270.6977
STARLINK-36712,6843.6926112455,97.2858,277.1615,49.8596
STARLINK-36713,6843.69117119586,97.2857,277.1364,347.2456
STARLINK-36695,6843.71601513367,97.2853,277.195,263.3176
STARLINK-36630,6843.72965112975,97.2857,277.1727,248.051
STARLINK-36338,6843.71458102239,97.2846,277.1349,275.5749
STARLINK-36316,6843.69215304781,97.2856,277.1389,69.2385
STARLINK-36707,6843.70990975225,97.2854,277.1567,267.4961
STARLINK-36645,6843.64166846242,97.286,277.2059,293.4034
STARLINK-36287,6843.71746114706,97.2856,277.1931,257.0021
STARLINK-36698,6843.71109393335,97.286,277.2054,216.8234
STARLINK-36344,6843.5396191322,97.2848,277.1708,51.2265
STARLINK-36687,6843.65672924258,97.285,277.2786,310.6732
STARLINK-36705,6843.69856187188,97.2848,277.1501,281.1319
STARLINK-36708,6843.66159976547,97.2834,276.3626,269.1544
STARLINK-36702,6843.70055830993,97.2845,277.1515,280.1306
STARLINK-36718,6843.69605368129,97.286,277.2336,214.3804
STARLINK-36715,6843.71081425234,97.2849,277.1296,265.5222
STARLINK-36385,6843.70421795425,97.2856,277.1927,261.2918
STARLINK-36772,6843.70783594889,97.2837,219.0235,255.5706
STARLINK-36796,6843.70986809765,97.2823,219.0265,223.801
STARLINK-36369,6843.68295935702,97.285,218.8368,215.6393
STARLINK-36752,6843.64696442071,97.2836,218.839,119.6647
STARLINK-36754,6843.72551242073,97.2841,218.8448,102.6152
STARLINK-36755,6843.70853515071,97.2843,218.8473,120.4471
STARLINK-36741,6843.73873191367,97.2842,218.8493,242.7546
STARLINK-36757,6843.69365855481,97.2841,218.8561,255.849
STARLINK-36751,6843.72711315719,97.2832,219.1226,254.3419
STARLINK-36747,6843.6599544382,97.2837,218.8594,249.9338
STARLINK-36315,6843.65920764441,97.2844,219.1276,10.4918
STARLINK-36260,6843.68071003154,97.2845,219.1305,271.3206
STARLINK-36746,6843.66621442283,97.2846,219.129,254.6075
STARLINK-36749,6843.68104921542,97.2843,219.1363,273.0506
STARLINK-36691,6843.66575325427,97.2832,218.8877,278.4451
STARLINK-36317,6843.68763058117,97.2827,219.1426,276.6046
STARLINK-36330,6843.68868383918,97.2842,219.1489,257.8178
STARLINK-36327,6843.6807487104,97.2857,218.8952,250.7435
STARLINK-36329,6843.68258446931,97.2822,219.1746,118.7436
STARLINK-36737,6843.65752661532,97.2844,219.1556,271.9773
STARLINK-36740,6843.69170080081,97.2841,219.1697,274.8141
STARLINK-36693,6843.67588112873,97.2852,218.9002,252.201
STARLINK-36717,6843.71369734838,97.2841,219.167,270.2904
STARLINK-36692,6843.68474453728,97.2837,219.1632,254.6462
STARLINK-36800,6843.70265293503,97.2844,353.6407,254.3544
STARLINK-36798,6843.68787158084,97.284,353.2589,271.2308
STARLINK-36804,6843.69008520851,97.2856,353.4948,256.9853
STARLINK-36354,6843.66697014438,97.2856,353.7036,260.457
STARLINK-36773,6843.68833870374,97.286,353.4984,262.5624
STARLINK-36739,6843.66296839289,97.2839,353.3395,266.6285
STARLINK-36768,6843.6838281446,97.285,353.6989,265.5295
STARLINK-36792,6843.67311708407,97.2854,353.6964,273.5694
STARLINK-36782,6843.67662792707,97.2844,353.6166,279.0398
STARLINK-36389,6843.66466132645,97.2852,353.2684,273.1022
STARLINK-36382,6843.67801143847,97.2847,353.2703,272.6416
STARLINK-36811,6843.68901112282,97.2868,353.6171,261.6424
STARLINK-36795,6843.6631558354,97.2855,353.7076,281.1134
STARLINK-36807,6843.72432525804,97.2855,353.6126,269.672
STARLINK-36733,6843.67857376911,97.2873,353.6331,250.106
STARLINK-36377,6843.66431619404,97.2847,353.6308,268.0088
STARLINK-36732,6843.70096592861,97.2846,353.6238,264.5469
STARLINK-36767,6843.68018935461,97.2843,353.2651,274.6784
STARLINK-36797,6843.64162085835,97.2848,353.6007,278.8572
STARLINK-36343,6843.65399199467,97.2847,353.6341,265.5881
STARLINK-36756,6843.69155501067,97.2879,353.6248,260.6391
STARLINK-36346,6843.62694991754,97.2848,353.641,261.0446
STARLINK-36788,6843.67536045272,97.2847,353.2816,287.1137
STARLINK-36353,6843.67360800676,97.2863,353.6096,266.2473
STARLINK-36644,6861.15320918358,43.0004,77.5537,77.0366
STARLINK-36643,6861.12913492528,43.0034,80.7138,78.9045
STARLINK-36646,6861.16667169671,43.0066,80.5581,98.2211
STARLINK-36647,6861.163482728,43.0032,80.4847,95.9832
STARLINK-36648,6861.12841928825,43.0091,88.0869,82.6507
STARLINK-35865,6861.17617574374,43.0003,80.5323,67.6353
STARLINK-36289,6861.13872867156,43.0029,80.7581,93.4589
STARLINK-36670,6861.11621755583,43.0062,80.7266,90.1438
STARLINK-36144,6861.09769498056,43.0036,91.7619,94.9161
STARLINK-36611,6861.2104792194,43.0004,80.8188,110.885
STARLINK-36661,6861.15969489674,43.0142,80.8011,90.3259
STARLINK-36662,6861.14227692892,43.0054,73.5131,90.1058
STARLINK-36659,6861.07096831649,43.0096,82.6688,245.7553
STARLINK-36655,6861.16606983472,43.0014,82.9345,76.1971
STARLINK-36657,6861.16666870237,43.0017,79.1054,272.6756
STARLINK-36650,6861.16022489337,42.9867,82.8702,100.9798
STARLINK-36649,6861.12530522132,43.0069,80.7313,93.9104
STARLINK-36654,6861.15535611463,42.9983,82.8371,79.2908
STARLINK-36652,6861.15940744099,43.0043,80.593,88.7985
STARLINK-36651,6861.13536606566,43.0049,80.5606,89.9605
STARLINK-36656,6861.17648715604,43.0162,80.5215,233.393
STARLINK-36653,6861.1946299782,42.9985,80.4839,85.2768
STARLINK-36589,6861.06986344431,43.0016,82.6392,199.4479
STARLINK-36598,6861.15638017439,43.007,80.7733,93.0443
STARLINK-36606,6861.23363790115,43.0013,79.12,272.3999
STARLINK-36658,6861.13805195802,42.9995,91.7928,94.3722
STARLINK-36618,6861.1875033891,43.0001,66.1189,85.3826
STARLINK-36660,6861.12702394628,43.0072,91.7689,95.6338
STARLINK-36602,6861.15202043726,43.0049,80.8012,97.0896
STARLINK-36840,6853.36490847431,53.1573,113.9316,272.5694
STARLINK-36348,6853.35311147062,53.1578,114.5678,249.8701
STARLINK-36276,6853.34980318307,53.1573,114.5544,265.1036
STARLINK-36785,6853.34446156116,53.1586,116.2053,261.0835
STARLINK-36608,6853.37859557031,53.1595,113.9897,259.8998
STARLINK-36838,6848.93926793637,53.1604,113.9138,249.3101
STARLINK-36843,6853.36405154016,53.1603,113.9286,269.878
STARLINK-36828,6848.85245319099,53.1599,112.3158,348.3532
STARLINK-36837,6840.86700806796,53.1595,111.8066,279.11
STARLINK-36393,6848.84416326151,53.16,113.2885,307.9208
STARLINK-35873,6853.34828937413,53.1581,114.5569,252.6203
STARLINK-36325,6853.37780432053,53.1581,114.5351,246.7068
STARLINK-36332,6853.35429087012,53.1581,114.5155,273.3227
STARLINK-36835,6853.30196483601,53.1574,114.4979,277.984
STARLINK-36831,6853.36910058808,53.1581,114.4772,265.6986
STARLINK-36738,6853.38947303849,53.1565,116.2569,269.6196
STARLINK-36780,6853.37082341732,53.1576,116.2344,277.2952
STARLINK-36761,6853.36793611139,53.1578,116.2121,278.973
STARLINK-36762,6853.37906434859,53.1586,116.1905,284.507
STARLINK-36779,6840.80687437276,53.1595,111.8157,291.631
STARLINK-36770,6853.37685183526,53.159,116.1409,283.8025
STARLINK-36769,6853.36480397013,53.1595,114.0001,272.8697
STARLINK-36786,6848.84806229749,53.1587,113.8499,265.5844
STARLINK-36783,6840.86407446883,53.1588,111.7957,260.4132
STARLINK-36730,6840.85779711227,53.159,111.7705,267.143
STARLINK-36727,6848.84045202828,53.1588,115.4645,287.042
STARLINK-36743,6853.31104754873,53.1584,114.526,281.0993
STARLINK-36784,6855.87118309713,53.1586,114.7053,255.7557
STARLINK-36689,6853.35235904386,53.1573,114.4669,256.7652
STARLINK-36818,6843.65644956713,97.2836,98.9499,265.817
STARLINK-36821,6843.65525945912,97.2843,98.9547,270.7226
STARLINK-36808,6843.63492059333,97.2854,99.0807,264.202
STARLINK-36817,6843.62682793276,97.2853,99.0499,247.0686
STARLINK-36856,6843.69467016077,97.285,98.5969,250.8103
STARLINK-36842,6843.66181696065,97.2849,98.9575,258.2189
STARLINK-36826,6843.64920479267,97.2846,98.9709,279.8344
STARLINK-36390,6843.73021049564,97.2848,99.026,269.594
STARLINK-36368,6843.60227339988,97.2851,98.6181,258.3919
STARLINK-36801,6843.6745005937,97.2849,98.8074,255.3701
STARLINK-36372,6843.42799996746,97.2849,98.8012,313.2964
STARLINK-36363,6843.64736905615,97.2851,98.9704,279.165
STARLINK-36816,6843.64881503327,97.2846,98.0396,268.9279
STARLINK-36813,6843.63763699542,97.2842,99.1026,266.9994
STARLINK-36803,6843.62927953035,97.283,99.0851,248.1308
STARLINK-36846,6843.67436670564,97.2854,98.9657,252.2997
STARLINK-36866,6843.63317412375,97.2848,99.046,258.7106
STARLINK-36877,6843.65448291393,97.2848,99.086,251.3919
STARLINK-36870,6843.63425711327,97.2853,99.0778,262.7441
STARLINK-36810,6843.69418220961,97.2849,98.8038,263.5026
STARLINK-36878,6843.65009142112,97.2844,99.0945,272.7696
STARLINK-36361,6843.55398911387,97.2838,99.0938,257.2829
STARLINK-36336,6843.63994579056,97.2849,99.0709,266.5703
STARLINK-36876,6843.64520306716,97.2852,99.0886,265.8343
STARLINK-36257,6843.69520571702,97.284,98.5881,250.2684
STARLINK-36814,6861.13254243807,42.9861,56.3549,237.5419
STARLINK-36729,6861.162758099,43.0012,59.2836,101.1041
STARLINK-36763,6861.10113838551,43.0049,59.2526,81.6209
STARLINK-36742,6861.17080987571,43.0038,56.4589,262.3863
STARLINK-36827,6861.10764792981,43.0065,59.1881,89.7407
STARLINK-36822,6861.10460574895,43.0069,59.1646,91.1654
STARLINK-36847,6861.18692248307,42.9854,61.3487,94.7306
STARLINK-36736,6861.1397826682,43.0065,61.2852,62.9895
STARLINK-36676,6861.16722265506,43.0039,59.0433,92.7129
STARLINK-36690,6861.02889066669,43.0036,59.0152,104.3355
STARLINK-36724,6861.1332999964,43.0028,55.6124,77.1886
STARLINK-36723,6861.12971581908,42.994,55.6542,98.2423
STARLINK-36721,6861.12272114731,43.0048,55.5808,142.6824
STARLINK-36722,6861.13533312831,43.0086,55.5497,90.6462
STARLINK-36341,6861.14153134534,43.0111,56.3687,80.5119
STARLINK-36663,6861.14734330939,43.0018,55.5195,95.6249
STARLINK-36375,6861.10633643804,42.9981,59.2523,126.106
STARLINK-36405,6861.15849716462,43.0061,59.2369,97.5575
STARLINK-36406,6861.10077308495,43.0084,59.1841,92.1046
STARLINK-36714,6861.08705638367,43.0053,59.1339,91.9559
STARLINK-36726,6861.16964807084,43.0017,59.0959,91.7188
STARLINK-36758,6861.1918272502,43.0015,59.0553,76.5472
STARLINK-36728,6861.14701992313,43.0055,55.669,95.6458
STARLINK-36771,6861.15010107717,43.002,59.0225,76.0225
STARLINK-36809,6861.03842118439,43.0037,55.639,85.5152
STARLINK-36865,6861.12258939853,43.0083,61.0964,102.626
STARLINK-36781,6861.15286184203,43.0067,55.5907,84.7785
STARLINK-36301,6861.16377916719,43.0117,2.4961,98.7137
STARLINK-36852,6861.1363062774,43.0027,2.4894,90.4133
STARLINK-36861,6861.04802060198,43.0156,2.4469,245.2463
STARLINK-36860,6861.1593505487,42.9969,2.4177,82.0893
STARLINK-36848,6861.158745694,43.0052,2.3678,83.9916
STARLINK-36370,6861.1357762854,42.9892,2.3852,81.6771
STARLINK-36371,6861.13588707468,43.0011,2.3382,75.2438
STARLINK-36246,6861.1804666491,43.0025,2.3167,89.2568
STARLINK-36907,6861.16657288354,43.0048,5.1364,92.7491
STARLINK-36927,6861.14557965697,43.0082,5.0911,96.0762
STARLINK-36914,6861.09268258837,43.0084,2.2668,84.4752
STARLINK-36851,6861.17000739188,43.0035,5.1691,78.9761
STARLINK-36892,6861.16482419044,43.0039,5.1184,96.1037
STARLINK-36908,6861.1109086963,43.0116,1.7304,322.0105
STARLINK-36909,6861.13774653869,42.9998,1.6897,76.4271
STARLINK-36920,6861.15052926503,43.0061,1.677,215.8261
STARLINK-36873,6861.13777947607,42.9947,1.6591,82.0844
STARLINK-36863,6861.13226696236,43.0107,1.633,103.249
STARLINK-36887,6861.13047337663,43.0004,2.4912,75.9854
STARLINK-36897,6861.14672049143,43.0002,2.439,81.2738
STARLINK-36381,6861.13952515762,43.0093,2.3898,80.4416
STARLINK-36824,6861.13591701773,43.0007,5.7519,92.5462
STARLINK-36869,6861.10165938803,43.0034,1.9509,94.4032
STARLINK-36872,6861.08731987783,43.0003,7.7792,112.8634
STARLINK-36918,6861.22722687336,43.0061,5.1739,346.5721
STARLINK-36829,6861.1018570097,43.0046,2.2845,84.4024
STARLINK-36799,6861.15101434506,43.0081,5.1356,93.8389
STARLINK-36834,6861.13011406077,43.0055,1.7458,67.089
STARLINK-36841,6861.09134415545,43.0033,2.8607,121.5007
STARLINK-36912,6843.6701655992,97.283,175.638,271.1074
STARLINK-36881,6843.66624120036,97.2838,175.6407,252.7302
STARLINK-36357,6843.65206699696,97.283,175.6496,271.0669
STARLINK-36349,6843.64803551465,97.2827,175.6462,275.2327
STARLINK-36806,6843.6473958335,97.2829,175.652,249.0622
STARLINK-36820,6843.64536075586,97.2828,175.658,254.8051
STARLINK-36819,6843.64658061216,97.2836,175.6585,267.1505
STARLINK-36812,6843.6364468956,97.2831,175.6652,241.5204
STARLINK-36709,6843.6592879768,97.2832,175.6717,265.1756
STARLINK-36319,6843.71068631317,97.2829,175.6668,271.65
STARLINK-36710,6843.4847312568,97.286,175.6774,244.9969
STARLINK-36894,6843.66453338943,97.2831,175.6797,258.2314
STARLINK-36900,6843.673569328,97.2828,175.6832,270.0744
STARLINK-36901,6843.67993645443,97.2826,175.6828,263.6907
STARLINK-36883,6843.66052271568,97.2826,175.7021,277.6236
STARLINK-36880,6843.66926706311,97.2822,175.6875,269.7211
STARLINK-36904,6843.64877040434,97.2823,175.6974,271.9036
STARLINK-36364,6843.67752349029,97.2836,175.711,282.9798
STARLINK-36359,6843.65924037242,97.2828,175.6944,270.4245
STARLINK-36882,6843.68105814132,97.2836,175.7045,266.0435
STARLINK-36874,6843.64954992317,97.2825,175.7142,286.6194
STARLINK-36879,6843.66202523001,97.2829,175.7144,272.9744
STARLINK-36867,6843.70529502123,97.2827,175.7234,281.7471
STARLINK-36266,6843.64991588057,97.2827,175.7219,280.7955
STARLINK-36802,6843.64819320351,97.2831,176.5539,252.6364
STARLINK-36535,6861.08688271708,43.0043,223.0018,79.382
STARLINK-36744,6861.23047879871,42.9987,223.3401,112.5574
STARLINK-36734,6861.17258851607,42.9914,220.379,107.0045
STARLINK-36957,6861.16877072884,43.0056,220.3296,82.9499
STARLINK-36951,6861.15940145232,43.0078,220.3026,84.345
STARLINK-36941,6861.13747106246,43.0023,220.3034,91.9724
STARLINK-36950,6861.18014625328,42.9993,220.2646,91.6206
STARLINK-36975,6861.17608591327,42.9996,220.2336,93.3775
STARLINK-36993,6861.17700517851,42.9933,220.1835,91.0637
STARLINK-36968,6861.24954725619,43.0022,220.0696,88.4979
STARLINK-36979,6861.15089756653,42.986,220.1554,93.7864
STARLINK-36994,6861.15174196528,42.9995,219.5012,215.3766
STARLINK-36988,6861.15616458283,43.0037,222.2422,84.2105
STARLINK-36926,6861.13269215313,43.0043,222.1853,141.5225
STARLINK-36931,6861.15026277048,43.0024,222.1589,83.6274
STARLINK-36903,6861.17549902096,43.0023,223.0172,83.6585
STARLINK-36898,6861.19948385474,43.0015,220.3662,289.8714
STARLINK-36862,6861.16361747308,43.0083,220.3062,92.6886
STARLINK-36888,6861.07847786598,42.9995,220.398,80.1548
STARLINK-36910,6861.1719806641,43.0109,220.3302,91.5386
STARLINK-36889,6861.11628343007,43.0047,220.2594,95.052
STARLINK-36592,6861.05401800937,42.9971,220.2262,91.8428
STARLINK-36911,6861.15773959933,43.0015,220.1936,94.7678
STARLINK-36956,6861.17749026323,42.9969,220.1651,88.7046
STARLINK-36953,6861.1536703095,42.9956,220.0727,82.3928
STARLINK-36991,6861.17599907716,42.9958,222.2877,120.5048
STARLINK-36936,6861.13400066319,42.9964,222.212,88.5867
STARLINK-36967,6861.13807890679,43.0003,220.1476,80.3704
STARLINK-36985,6861.15720361453,42.9967,220.0117,77.7143
STARLINK-36335,6843.65941888885,97.2834,114.0881,257.6893
STARLINK-36923,6843.68638095354,97.2836,114.0922,257.7316
STARLINK-36568,6843.65788067269,97.284,114.2928,271.2797
STARLINK-36930,6843.66026981731,97.2853,114.0272,259.355
STARLINK-36921,6843.63303428722,97.2836,114.5564,243.7496
STARLINK-36928,6843.74697069814,97.2849,114.4883,271.7862
STARLINK-36858,6843.62605734611,97.2836,114.5687,268.456
STARLINK-36916,6843.65299230481,97.2847,114.554,250.5352
STARLINK-36871,6843.62969903938,97.2828,114.5644,269.2473
STARLINK-36891,6843.63133244749,97.2828,114.5696,267.4465
STARLINK-36378,6843.71269466138,97.2828,114.5731,292.591
STARLINK-36884,6843.70736584734,97.2839,114.5753,266.7786
STARLINK-36940,6843.64757434915,97.2835,114.2387,275.4475
STARLINK-36253,6842.69249773569,97.2836,113.1711,263.1707
STARLINK-36944,6843.62681900704,97.2821,114.5832,255.259
STARLINK-36942,6843.63729186642,97.2836,114.5859,263.7293
STARLINK-36913,6843.63848791711,97.284,114.5844,255.7652
STARLINK-36935,6843.68629466975,97.2844,114.2309,222.6965
STARLINK-36947,6843.6461491995,97.2836,114.5938,273.3023
STARLINK-36939,6843.63454273696,97.2832,114.6038,270.9868
STARLINK-36943,6843.6503234917,97.2837,114.6186,276.3913
STARLINK-36906,6843.64829138715,97.284,114.5962,273.2924
STARLINK-36388,6843.62778000923,97.2832,114.6086,265.5723
STARLINK-36895,6843.62363847899,97.2836,114.601,262.4534
STARLINK-36373,6843.63504257847,97.2839,114.5897,264.9102
STARLINK-36711,6840.82751025812,53.1596,316.9411,284.7428
STARLINK-36825,6840.75039769577,53.1606,316.8156,282.321
STARLINK-36925,6840.94587758808,53.1602,318.0419,51.8968
STARLINK-36902,6840.82012435875,53.1611,319.2704,270.2846
STARLINK-36966,6840.84548616409,53.1595,316.8618,290.8667
STARLINK-36864,6840.82105762622,53.1592,317.2953,273.5228
STARLINK-36321,6840.80244583634,53.1607,318.8944,280.1159
STARLINK-36181,6840.80499893129,53.1586,318.491,262.5884
STARLINK-36318,6840.82372962625,53.1586,317.432,251.3356
STARLINK-36885,6840.79072659635,53.161,316.8891,282.023
STARLINK-36945,6840.92944662213,53.1587,316.1398,283.2649
STARLINK-35911,6840.83302368894,53.1605,318.9995,273.2993
STARLINK-35808,6840.81221537555,53.1603,318.5545,268.74
STARLINK-36919,6840.7732860349,53.1609,319.0143,305.1736
STARLINK-36924,6840.83006932085,53.1597,317.0674,268.2944
STARLINK-35998,6840.89519099103,53.1601,319.2365,259.6694
STARLINK-36845,6840.82493930899,53.1588,317.0261,297.2384
STARLINK-36954,6840.78610489619,53.1594,316.9574,269.0202
STARLINK-36899,6840.79464390203,53.16,318.4835,277.0817
STARLINK-36917,6840.81307136361,53.1594,317.0854,259.9006
STARLINK-36959,6840.8149646437,53.1605,316.9067,277.5618
STARLINK-36915,6840.8191673141,53.1604,316.7656,267.9828
STARLINK-36952,6840.82553077569,53.16,317.0168,269.9343
STARLINK-37000,6840.82230297408,53.1584,317.4253,248.3571
STARLINK-36996,6840.82638379572,53.1603,316.7402,270.0928
STARLINK-36836,6840.78584037468,53.1613,319.034,274.1825
STARLINK-36976,6840.91119968638,53.1612,317.1004,270.9126
STARLINK-36929,6840.78584631898,53.1597,317.0325,262.5278
STARLINK-36990,6840.79947664043,53.1589,318.5005,269.663
STARLINK-36766,6840.82109923688,53.1595,90.153,280.1961
STARLINK-36823,6840.80872306592,53.1598,83.5397,267.3965
STARLINK-36970,6840.86203254303,53.1612,85.8143,287.8613
STARLINK-36972,6840.8237117931,53.1585,85.589,251.1803
STARLINK-37074,6840.84835138224,53.1581,85.6566,264.4925
STARLINK-37045,6840.8865000861,53.1589,87.9779,244.7718
STARLINK-37026,6840.82678504216,53.1604,88.013,273.4685
STARLINK-37023,6840.83467326205,53.1605,85.7876,264.3431
STARLINK-37036,6840.85321988219,53.1589,84.0818,275.0857
STARLINK-36973,6840.82249022213,53.1582,85.6436,269.1743
STARLINK-37063,6840.82995637727,53.1596,85.737,259.076
STARLINK-37051,6840.88448786615,53.1591,87.9691,295.9841
STARLINK-37066,6840.82362559951,53.1591,84.1351,243.7985
STARLINK-37054,6840.84808685471,53.1582,85.6595,267.3599
STARLINK-37065,6840.85733047223,53.1595,87.9841,246.9035
STARLINK-37037,6840.81739589071,53.1593,85.6249,222.8324
STARLINK-37068,6840.83182886364,53.1604,84.048,274.1065
STARLINK-37067,6840.82407440064,53.1593,84.0894,258.6115
STARLINK-37062,6840.83433443074,53.1598,85.5413,256.4142
STARLINK-37059,6840.88335543578,53.159,85.8019,257.4734
STARLINK-37004,6840.87212032522,53.1596,90.1785,272.0721
STARLINK-36320,6840.82268935897,53.1593,85.5898,243.0565
STARLINK-36324,6840.83388265572,53.1589,85.5256,252.6211
STARLINK-36896,6840.79679871976,53.1593,85.7289,262.4422
STARLINK-36251,6840.84436266651,53.1586,85.7141,259.3279
STARLINK-36787,6840.84208297838,53.1602,85.5404,252.1381
STARLINK-36790,6840.78802787917,53.1584,85.628,244.0027
STARLINK-36328,6840.8333714367,53.1602,90.115,283.4859
STARLINK-36853,6840.87495584877,53.1599,85.7699,267.8134
STARLINK-37022,6843.62463518289,97.282,126.1465,251.5686
STARLINK-37046,6843.64326319935,97.2833,126.1517,260.3082
STARLINK-37018,6843.64248070705,97.2835,126.1545,269.6776
STARLINK-37041,6843.64880313222,97.2829,126.1604,263.8751
STARLINK-37021,6843.65063886971,97.2831,126.163,263.2156
STARLINK-37024,6843.64346254153,97.2834,126.1673,270.3153
STARLINK-37005,6843.64972843897,97.2837,126.1568,270.9197
STARLINK-37017,6843.68198643426,97.2836,126.1711,266.6986
STARLINK-36833,6843.64100498073,97.2828,126.1803,266.8127
STARLINK-36830,6843.64507513105,97.2831,126.1755,269.1066
STARLINK-36791,6843.65829721083,97.2829,126.1846,267.674
STARLINK-36893,6843.69463148171,97.2828,126.1896,279.2853
STARLINK-36937,6843.64052001439,97.283,126.1962,277.4748
STARLINK-36229,6843.6544293591,97.283,126.1929,278.5487
STARLINK-36392,6843.64772013695,97.2829,126.1989,274.203
STARLINK-36805,6843.65480424295,97.2832,126.2037,266.1649
STARLINK-36844,6843.44803384137,97.2827,126.208,264.9488
STARLINK-36789,6843.65411695593,97.2837,126.2749,268.9943
STARLINK-36850,6843.6523615483,97.2836,126.279,258.1059
STARLINK-36868,6843.54011598123,97.2836,126.2836,270.927
STARLINK-36855,6843.65630675414,97.2839,126.2872,266.8585
STARLINK-36366,6843.64764873068,97.2835,126.2909,267.7151
STARLINK-36922,6843.7443821283,97.2832,126.2976,255.301
STARLINK-36938,6843.63941024512,97.2841,129.1979,256.1344
STARLINK-36839,6843.64194218586,97.2836,126.2948,252.635
STARLINK-36604,6843.75355817312,97.2829,187.093,272.911
STARLINK-36995,6843.67288203627,97.2815,187.3101,291.1511
STARLINK-37020,6843.66856489604,97.2828,187.3318,264.7927
STARLINK-36244,6843.67228697863,97.2833,187.3159,275.9891
STARLINK-36980,6843.67871658326,97.2827,187.2234,266.2825
STARLINK-37055,6843.6626232607,97.2828,187.3029,273.9273
STARLINK-36981,6843.65571467537,97.2829,187.3226,276.4412
STARLINK-36992,6843.66938309921,97.2831,187.2203,273.931
STARLINK-37060,6843.67326287323,97.2828,187.3366,277.6351
STARLINK-37073,6843.74701235331,97.2835,187.3262,275.9131
STARLINK-37049,6843.67759489733,97.2831,187.2259,267.913
STARLINK-37072,6843.64792245471,97.2825,187.3222,279.2994
STARLINK-36241,6843.65575037861,97.2865,187.0863,241.204
STARLINK-37048,6843.67884452095,97.2832,187.0821,249.8503
STARLINK-36313,6843.68607152203,97.2833,187.0896,265.9107
STARLINK-37064,6843.65533086559,97.283,187.3407,273.9268
STARLINK-37069,6843.68314085029,97.2831,187.0922,256.8282
STARLINK-37053,6843.67101355572,97.2825,187.3154,278.098
STARLINK-36306,6843.63773517868,97.2821,187.2983,259.6443
STARLINK-37057,6843.69733604179,97.2829,187.0991,264.3276
STARLINK-37013,6843.65381645386,97.2809,187.3079,297.6797
STARLINK-36958,6843.64214747845,97.2849,187.1401,260.9749
STARLINK-37002,6843.70295344245,97.283,187.1021,260.2079
STARLINK-36971,6843.67937114821,97.2829,187.3435,272.9987
STARLINK-36273,6843.6567679211,97.2831,188.0587,262.9963
STARLINK-36969,6837.94947397816,53.1592,173.8286,35.5534
